Artist,Title,Date,Credit 1,Credit 2,Museum
David Gilmour Blythe ,Lincoln Writing the Emancipation Proclamation,,"Patrons Art Fund: gift of Mr. and Mrs. John F. Walton, Jr",,Carnegie Museum of Art
