Artist,Title,Date,Credit 1,Credit 2,Museum
Crafted by Bazal at the Lion and Lion factory in the Czech Republic in 1992,Baltic Amber with ñSun Spanglesî set in silver,Purchased for the museum in 1993,,,Carnegie Museum of Natural History
