Artist,Title,Date,Credit 1,Credit 2,Museum
"Collected in Peshawur, India [now Pakistan]",Vase,Late 19th century,"Collected by William P Hanna, a friend of Andrew Carnegie, who bought the collection and donated it to the museum.",,Carnegie Museum of Natural History
