Artist,Title,Date,Credit 1,Credit 2,Museum
Julie Mehretu ,Stadia II,2004,Gift of Jeanne Greenberg Rohatyn and Nicolas Rohatyn and A. W. Mellon Acquisition Endowment Fund. ,© Julie Mehretu.,Carnegie Museum of Art
