Artist,Title,Date,Credit 1,Credit 2,Museum
Melvin Edwards,Justice for Tropic-Ana,1986,Second Century Acquisition Fund. ,"© 2017 Melvin Edwards/Artist Rights Society (ARS), NY",Carnegie Museum of Art
