Artist,Title,Date,Credit 1,Credit 2,Museum
Carved from a single quartz crystal in Brazil,Fred the Crystal Skull,Donated in 2004,Fred normally goes on display in Hillman Hall for Halloween and other special occasions. ,Photo by Debra L. Wilson.,Carnegie Museum of Natural History
