Artist,Title,Date,Credit 1,Credit 2,Museum
Martin Johnson Heade,Thunderstorm at the Shore,,Howard N. Eavenson Memorial Fund for the Howard N. Eavenson Americana Collection,,Carnegie Museum of Art
