Artist,Title,Date,Credit 1,Credit 2,Museum
Edward W. Redfield,By the River,,Gift of Mrs. Edward Pitcairn and Dr. Jacob Goldblum,Purchased with Paintings Acquisition Fund,Carnegie Museum of Art
